id,name,slug,url,summary,os,cpu,storage,memory,graphics,sound,online,media,connectivity,resolutions,output,companies,main_manufacturer,platform_logo,platform_version_release_dates,checksum
530,Windows 2.0,windows-2-dot-0,https://www.igdb.com/platforms/win/version/windows-2-dot-0,"Windows 2.0 is a major release of Microsoft Windows, a family of graphical operating systems for personal computers developed by Microsoft. It was released to manufacturing on December 9, 1987, as a successor to Windows 1.0.

The product includes two different variants, a base edition for 8086 real mode, and Windows/386, an enhanced edition for i386 protected mode. Windows 2.0 differs from its predecessor by allowing users to overlap and resize application windows, and the operating environment also introduced desktop icons, keyboard shortcuts, and support for 16-color VGA graphics. It also introduced Microsoft Word and Excel, and integrated the Control Panel, while the developer support increased substantially.",,,,,,,,,,,,{627},,672,,28dbd8d1-15b9-fdf1-655e-fe4a3c885194
588,Initial version,initial-version,https://www.igdb.com/platforms/arduboy/version/initial-version,"The Arduboy is a handheld game console with open source software, based on the Arduino hardware platform. The original version of the Arduboy was 0.063 in thick, with the height and width of a credit card, and was initially designed by Kevin Bates as an electronic business card. A consumer version came later and was funded through a Kickstarter crowdfunding campaign.",,8-bit ATMega32u4,"32 KB flash, 1 KB EEPROM",2.5 KB,,Stereo piezoelectric speakers,,digital distribution,microUSB,128x64,1.3 inch 128x64px 1-bit OLED display,{685},,726,{671},3c986d7f-bc6e-0ae5-a59a-51bda0db9e48
590,Initial Version,initial-version,https://www.igdb.com/platforms/visual-memory-unit-slash-visual-memory-system/version/initial-version,"The Visual Memory Unit is the primary memory card produced by Sega for the Dreamcast home video game console. The device features a monochrome liquid crystal display (LCD), multiplayer gaming capability (via connectors at the top), second screen functionality, a real-time clock, file manager, built-in flash memory, and sound capability.

While its most basic function is as a removable storage device, the VMU may also serve as an auxiliary display during normal gameplay and, through the use of additional software (distributed as extras on Dreamcast GD-ROMs), acts as a handheld game console. Console-like features of the VMU include a screen, speaker, proper directional pad, four action buttons, the ability to connect and interact with other VMUs, and the ability to download additional games.",,8-bit Sanyo LC8670,100KB Flash Memory,28KB Flash Memory,,1-channel PWM sound source,,,Multi-purpose connector for linking to Dreamcast controller and other VMUs,48x32 dots,1.46 in × 1.02 in LCD,{700},,728,"{673,674,675,676}",3cd04521-cc56-d6cb-dd5b-888fc29550dc
499,Initial version,initial-version,https://www.igdb.com/platforms/casio-loopy/version/initial-version,,,,,,,,,,,,,,,742,,c216b32a-3da9-9bba-e2c7-eb750bd9fceb
507,Oculus Quest 2,oculus-quest-2,https://www.igdb.com/platforms/meta-quest-2/version/oculus-quest-2,,,,,,,,,,,,,,,,,72614f7c-c0db-4847-5e2d-8de4ab72dc84
639,Super Famicom Box,super-famicom-box,https://www.igdb.com/platforms/sfam/version/super-famicom-box,"A version of Super Famicom for hotels. It had specific cartridges, not being compatible with the ones released for the standard version.",,,,,,,,Cartridge,,,,{812},,814,{727},5cf3d62e-1538-8d2a-8ebd-bbed60875893
49,Nokia N-Gage Classic,nokia-n-gage-classic,https://www.igdb.com/platforms/ngage/version/nokia-n-gage-classic,"The launch model of the Nokia N-Gage with its taco-shaped design came out in mid 2003. It was known to be clumsy to hold and also a big pain to insert games into because of you having to remove the back cover and battery before you could insert the game disc. Another clumsy feature was the way the microphone and speaker was situated on the edge of the phone, many described this as talking into a ''Taco phone''.",Symbian OS 6.1 (Series 60),ARM 920T @ 104 MHz,"MMC, 3.4 MB Internal memory",,,,N-Gage Arena,MMC,"HSCSD, GPRS, Bluetooth",,,{318},,257,{89},9eb72d39-5dd6-385d-3e4a-0d8ec6d02c13
144,Tiger,tiger,https://www.igdb.com/platforms/mac/version/tiger,"Mac OS X v10.4 Tiger is the fifth major release of Mac OS X, Apple's desktop and server operating system for Mac computers. Some of the new features included a fast searching system called Spotlight, a new version of the Safari web browser, Dashboard, a new ‘Unified’ theme, and improved support for 64-bit addressing on Power Mac G5s. Tiger shocked executives at Microsoft by offering a number of features, such as fast file searching and improved graphics processing, that Microsoft had spent several years struggling to add to Windows with acceptable performance. Apple announced a transition to Intel x86 processors during Tiger's lifetime, making it the first Apple operating system to work on Apple–Intel architecture machines.",,,,,,,,,,,,{97},,93,{153},d8ed4d73-2caa-0d93-ba01-ca61e80dbf24
52,Initial version,initial-version-edb2fbbe-ffbe-4e63-a504-4a98114ab7c7,https://www.igdb.com/platforms/nds/version/initial-version-edb2fbbe-ffbe-4e63-a504-4a98114ab7c7,,,"ARM946E-S @ 67,028 MHz, ARM7TDMI @ 33,514 MHz",,"4 MB RAM, 256 KB flash memory",,,Nintendo Wi-Fi Connection,"Nintendo DS Game Card, Game Boy Advance Cartridge","Wi-FI IEEE 802,11",256 × 192 pixels,,{305},,243,"{76,77,78,79}",255b00a7-ee26-b36c-5b13-aa7db441928d
112,Amiga A 3000,amiga-a-3000,https://www.igdb.com/platforms/amiga/version/amiga-a-3000,,,,,,,,,,,,,,,,,ee1d8d93-a2e8-04b8-0fba-6d979becd9f6
223,Initial version,initial-version,https://www.igdb.com/platforms/commodore-cdtv/version/initial-version,"The CDTV is essentially a Commodore Amiga 500 home computer with a CD-ROM drive and remote control. With the optional keyboard, mouse, and floppy disk drive, it gained the functionality of the regular Amiga. Commodore marketed the machine as an all-in-one multimedia appliance. As such, it targeted the same market as the Philips CD-i. The expected market for multimedia appliances did not materialize, and neither machine met with any real commercial success. Though the CDTV was based entirely on Amiga hardware, it was marketed strictly as a CDTV, with the Amiga name omitted from product branding. The CDTV was supplied with AmigaOS 1.3, rather than the more advanced and user-friendly 2.0 release that was launched at around the same time.",,,,,,,,,,,,,,292,"{308,309,310}",68550055-a4d3-e7c7-e7aa-753d7625d640
600,Monterey,monterey,https://www.igdb.com/platforms/mac/version/monterey,"macOS Monterey (version 12.0) is the eighteenth major release of macOS, Apple's desktop operating system for Macintosh computers, released on October 25, 2021.",,,,,,,,,,,,,,765,{877},b4dd24c1-5822-9a2e-4883-759ba894f966
320,Pie,pie,https://www.igdb.com/platforms/android/version/pie,"Android Pie, also known as Android 9, is the ninth major release and the 16th version of the Android mobile operating system. It was released publicly on August 6, 2018.",,,,,,,,,,,,{851},,393,{398},7bed2939-f4f3-f7b6-356c-2694f0668589
673,Atari 2600+,atari-2600-plus,https://www.igdb.com/platforms/atari2600/version/atari-2600-plus,"The Atari 2600+ is an updated version of the iconic Atari 2600 and has been enhanced in the following ways:

- Plays both Atari 2600 and 7800 game cartridges
- HDMI output makes it easy to connect
- Widescreen mode
- Enlarged cartridge socket reduces sticking
- Atari logo lights up when being played

The system comes with a CX40+ Joystick which has been lovingly recreated to the same specifications as the original, and a 10-in-1 game cartridge featuring some of Atari’s most famous games: Adventure, Combat, Dodge 'Em, Haunted House, Maze Craze, Missile Command, RealSports Volleyball, Surround, Video Pinball, Yars' Revenge.",,,,,,,,Cartridge,,,,{854},,832,{779},ba7bc726-4dda-23dd-680e-0e35ee245604
113,Amiga A 3000T,amiga-a-3000t,https://www.igdb.com/platforms/amiga/version/amiga-a-3000t,,,,,,,,,,,,,,,,,0f6dcf18-4206-a220-07ac-ed1aa7ce89cd
19,Amiga A 500,amiga-a-500,https://www.igdb.com/platforms/amiga/version/amiga-a-500,"In 1982, the Amiga Corporation developed ""Lorraine"" a computer that was named after the wife of the company's president. Amiga incorporated a 16-bit 68000 chip as Lorraine's CPU. Lorraine featured two dedicated graphics and sound chips.

By the time Lorraine was introduced at the Consumer Electronics Show on January 4, 1984, the developmental costs that Amiga had devoted to it had exceeded its resources. After Atari showed interest in purchasing the company, Commodore stepped in to outbid the console giant and renamed the system the Amiga.

Commodore made some slight modifications to the Amiga. The system's memory was upgraded to 256KB and the console was redesigned to accommodate keyboard storage underneath it. Commodore finally released the Amiga 1000 in July 1985 at a retail price of $1,295. It was compatible with home television sets and could be utilized for video editing. It featured a palette of 4,096 colors and was capable of 320 x 200 resolution. The system also featured a 3.5 inch floppy disk drive that could externally store up to 880KB.

The ""Paula"" sound chip enabled programs to be heard in stereo. The system featured two mouse/controller ports. Such peripherals as joysticks, light pens or game paddles could be used with the system. Even in its early stages of release, Commodore chose to promote the Amiga as a game machine.

The ""kickstart"" was a small part of the operating system that was contained in the ROM. The Amiga performed a kickstart or initiated the loading of the operating system itself every time the computer was activated. To fully load the operating system a 3.5 inch AmigaDos disk needed to be inserted into the external drive. Every time the computer was shut off, the operating system was lost from memory and needed to be reloaded.

The Amiga 1000 was capable of ""multitasking."" A concept similar to Windows 95, multitasking allowed users to keep two or more programs open at one time and instantly switch between them. The ""Workbench"" was the Amiga's file manager. Workbench allowed users to open windows and run programs.

In 1987, Commodore released the Amiga 500 and the Amiga 2000. The Amiga 500 was a compact system that became the best selling computer in the Amiga line. Among the improvements Commodore incorporated into the Amiga 500 were an updated operating system (AmigaDOS 1.2), 512KB RAM and a bigger keyboard. The Amiga 2000 featured a new computer case design, expansion slots and a CPU slot for future processor upgrades. It was powered by a 68000 microprocessor.

The Amiga 3000 improved on the Amiga 2000 by offering new Zorro III expansion slots, an integrated SCSI interface and a built-in hard drive. It used a 68030 32-bit microprocessor and a new version of Workbench.

In 1992 Commodore released the Amiga 600. Commodore promoted the system as a video game console with a keyboard. It quickly vanished from store shelves. Later that year Commodore released the Amiga 4000 and the Amiga 1200. The 4000 featured the speedy 68040 processor. It could display up to 256,000 colors on-screen at once. The 1200 was a compact system that combined the CPU, keyboard and disk drive into a single unit. It was similar in design to the Amiga 500. It utilized the 68020 processor and could run at 14.28MHz.

In October 1993 Commodore introduced the Amiga CD 32. This 32-bit CD-ROM based add-on featured a palette of 17 million colors. It retailed for $400 and had a built-in catalog of software because it was compatible with game titles for the failed Commodore CDTV multimedia system. Timing for the CD 32's release was not perfect. Several other CD-ROM based gaming consoles, like the 3DO and Sega CD, were released at the same time and flooded the market. The Amiga CD 32 system never gained a following.

Unfortunately, software developers rarely released programs that displayed the full potential of the Amiga's impressive graphics. The system was much more technologically advanced than its competitors. Ultimately the Amiga was viewed as an expensive gaming console, and as software support dwindled, so did sales. On April 29, 1994 Commodore announced that it was in the process of closing the company.",AmigaOS v1.2 - 1.3,Motorola 68000 @ 7.16 MHz (NTSC) 7.09 MHz (PAL),,512 kB (9 MB maximum),,4× 8-bit channels PCM at max 28 kHz with 6-bit volume in stereo,,880 kB floppy disks,,"736x567i 4-bpp PAL (736x483i 4 bpp NTSC), 368x567i 6 bpp PAL (368x483i 6 bpp NTSC)",,,,391,{134},9cf35e31-01b1-da5e-22be-7baa27c8fe9e
632,Master System Girl,master-system-girl,https://www.igdb.com/platforms/sms/version/master-system-girl,"The Master System Girl is a special Sega Master System released by Sega's Brazilian distributor, Tec Toy. It is largely the same as the Master System Super Compact but uses pink plastic, and was marketed towards a female audience.

Like the Master System Super Compact it is smaller than a regular Master System, never left Brazil and was designed to be portable. It can be powered by batteries but requires a TV for use.

Two versions of the Master System Girl were released. The first contained Mônica no Castelo do Dragão as a built-in game, while the second had both Turma da Mônica em: O Resgate and Sonic the Hedgehog as built-in games.",,,,,,,,Cartridge,,,,"{769,770}",,,{717},e158ae3a-5c73-d4e6-2e96-7c7524bace5e
598,Ventura,ventura,https://www.igdb.com/platforms/mac/version/ventura,"macOS Ventura (version 13) is the nineteenth major release of macOS, Apple's desktop operating system for Mac computers. The successor to macOS Monterey, it was announced at WWDC 2022 on June 6, 2022, and launched on October 24, 2022. It is named after the city of Ventura and is the tenth macOS release to bear a name from the company's home state of California. The macOS 13 Ventura logo and default wallpaper resemble an abstract California poppy.",,,,,,,,,,,,{726},,761,{692},aa03037e-d1f1-2710-9010-b86f94455058
104,Atari 800,atari-800,https://www.igdb.com/platforms/atari8bit/version/atari-800,"The Atari 8-bit family is a series of 8-bit home computers introduced by Atari, Inc. in 1979 and manufactured until 1992. All of the machines in the family are technically similar and differ primarily in packaging. They are based on the MOS Technology 6502 CPU running at 1.79 MHz, and were the first home computers designed with custom co-processor chips. This architecture enabled graphics and sound capabilities that were more advanced than contemporary machines at the time of release, and gaming on the platform was a major draw.",,,,,,,,,,,,,,224,,5959846d-c9c3-61fd-baab-9ed6fd960adb
151,El Capitan,el-capitan,https://www.igdb.com/platforms/mac/version/el-capitan,"OS X El Capitan (version 10.11) is the twelfth major release of macOS (named OS X at the time of El Capitan's release), Apple Inc.'s desktop and server operating system for Macintosh. It focuses mainly on performance, stability, and security. Following the California location-based naming scheme introduced with OS X Mavericks, El Capitan was named after a rock formation in Yosemite National Park. El Capitan is the final version to be released under the name OS X. OS X El Capitan received far better reviews than Yosemite.",,,,,,,,,,,,{729},,764,{695},34b93613-562e-833c-ea67-a03c11c56fb6
213,Acetronic MPU-1000,acetronic-mpu-1000,https://www.igdb.com/platforms/1292-advanced-programmable-video-system/version/acetronic-mpu-1000,"The Acetronic MPU-1000 Home Video Entertainment Center was a second-generation video game console introduced in the UK in 1979.

The console is a member of the 1292 Advanced Programmable Video System family, all of which are software compatible, but some of which use different shape or size cartridges. Cartridges for the Acetronic system would also work in the Prinztronic and Radofin consoles in the family.

There were two controllers composed of a 12 keys keypad, two red fire buttons and an analogue joystick. The control panel has the same buttons found on all systems of the 1292 Advanced Programmable Video System family: Start, Load Programme, Game Select and on/off switch.

There was also an Acetronic MPU-2000, which had a slightly different case design and built-in power supply.

At least 33 cartridges were released for the Acetronic system.",,,,,,,,,,,,,,136,{696},50c8264a-7203-3a5b-9b23-a4c98b036ca3
680,Oculus Rift S,oculus-rift-s,https://www.igdb.com/platforms/oculus-rift/version/oculus-rift-s,"A successor to the Oculus Rift, with an LCD display and inside-out tracking.",,,,,,,,,,,,,,837,,275534b4-d367-1604-7eec-72a9c4d10ca5
83,Xbox 360 Original,xbox-360-original,https://www.igdb.com/platforms/xbox360/version/xbox-360-original,,Modified version of Windows 2000,"3,2 GHz PowerPC Tri-Core ''Xenon''","20 GB, 60 GB, 120 GB, 250 GB",512 MB GDDR3 @ 700 MHz,ATI ''Xenos'' @ 500 MHz,"Analog Stereo, Dolby Digital 5,1",Xbox Live,"DVD, Compact Dics, Digital Download",Ethernet,"480i, 480p, 576i, 720p, 1080i, 1080p","component video, VGA, HDMI",,,249,"{52,53,54}",a82c9ddf-2642-d8f3-1c97-e08ab6a0d574
109,Amiga A 600,amiga-a-600,https://www.igdb.com/platforms/amiga/version/amiga-a-600,"Codenamed ""June Bug"" this was the successor to Amiga's A500 model.",AmigaOS 2.0,Motorola 68000,"20MB 2.5"" Disk Drive",1MB,,,,,,,,,,,{238},c01a9580-5eb1-35c4-18e4-a9b360e62e91
512,Initial version,initial-version,https://www.igdb.com/platforms/psvr2/version/initial-version,,,,,,,,,,,,,,,869,{678},f27404b0-a8f2-3ec4-00ed-480e40f6411a
695,Initial version,initial-version,https://www.igdb.com/platforms/panasonic-m2/version/initial-version,"The Panasonic M2 is a video game console platform developed by 3DO and then sold to Matsushita, a company known outside Japan by the brand Panasonic. Initially announced as a peripheral chip for the 3DO Interactive Multiplayer, it was later unveiled as a standalone console. The console was cancelled in 1997, but the M2 technology was incorporated into other devices.",,Dual 66 MHz PowerPC 602,Memory cards,8 MB,,16-bit 32-channel DSP at 66 MHz,,CD-ROM,PCMCIA Port,320x240 to 640x480 resolution at 24-bit color,"Composite RCA, S-Video",{909},,,,24fca552-fa2b-e246-c9aa-d02339320335
44,Initial version,initial-version-04719e9f-bc9e-4b08-982c-50c495215228,https://www.igdb.com/platforms/linux/version/initial-version-04719e9f-bc9e-4b08-982c-50c495215228,"Linux is a free and open-source (FOSS/FLOSS) Operating System. In a more precise and complex definition, Linux is an open-source OS kernel on which a large variety of Operating Systems (known as Linux distributions) are built.",,,,,,,,,,,,,,380,{776},aa84f6d2-092b-49e7-af9b-911c1e1724c2
273,Initial version,initial-version,https://www.igdb.com/platforms/ps5/version/initial-version,"On October 8th 2019 Sony officially confirmed the long rumored follow up to the PS4, which will keep the numeral moniker simply as: Playstation 5.

A confirmation for Holiday 2020 was given, alongside preliminary details about the controller. It will feature haptic feedback and adaptive triggers.",,,,,,,,,,,,,,795,"{572,573}",654ff8f0-fb4d-fa8d-025f-eae6ce5093e9
77,Initial version,initial-version-6ac4b90f-0745-458f-866d-3672aa6ed5eb,https://www.igdb.com/platforms/xbox/version/initial-version-6ac4b90f-0745-458f-866d-3672aa6ed5eb,"The Xbox is a home video game console and the first installment in the Xbox series of consoles manufactured by Microsoft. It was released on November 15, 2001, in North America, followed by Australia and Europe in 2002. It was Microsoft's first foray into the gaming console market. The sixth-generation console competed with Sony's PlayStation 2, Sega's Dreamcast, and the Nintendo GameCube. It was the first console produced by an American company since the Atari Jaguar ceased production in 1996.

In November 2002, Microsoft launched Xbox Live, a fee-based online gaming service that enabled subscribers to download new content and connect with other players through a broadband connection. Unlike other online services from Sega and Sony, Xbox Live had support in the original console design through an integrated Ethernet port. The service gave Microsoft an early foothold in online gaming and would help the Xbox become a relevant competitor to other sixth-generation consoles.

Xbox's successor, the Xbox 360, was launched in November 2005. The Xbox was soon discontinued beginning with Microsoft's worst-performing market, Japan, in 2005. Other countries would follow suit in 2006. The last Xbox game in Europe was Xiaolin Showdown released in June 2007, and the last game in North America was Madden NFL 09 released in August 2008. Support for out-of-warranty Xbox consoles was discontinued on March 2, 2009. Support for Xbox Live on the console ended on April 15, 2010.

Xbox launched in North America and quickly sold out. Its launch in that region was successful, selling 1.53 million units three months after launch, which is higher than its successor Xbox 360, as well as the GameCube, PlayStation 3, Wii U, and even the PlayStation 2 and Wii.

The Xbox has sold 24 million units worldwide as of May 10, 2006, according to Microsoft. This is divided out to 16 million units sold in North America, six million units in Europe, and just two million units sold in Asia, Australia, and New Zealand.

The Xbox was almost always behind the PlayStation 2 in terms of sales, although in April 2004, the Xbox outsold the PS2 in the U.S. Despite lagging far behind the PlayStation 2's sales, the Xbox was overall a success (especially in North America), keeping a steady second place in the generation sales.

The popularity of the Xbox, as well as (in the United States) its comparatively short 90-day warranty, inspired efforts to circumvent the built-in hardware and software security mechanisms, a practice informally known as modding.",Custom (Based on Windows NT architecture and Windows XP),Custom 733 MHz Intel Pentium III ''Coppermine-based'',8 to 10 GB Internal Storage,64 MB DDR SDRAM @ 200 MHz,233 Mhz nVidia NV2A,"NVIDIA ""MCPX""",Xbox Live,DVD,10/100BASE-TX wired Ethernet,"480i, 480p, 576i, 576p, 720p, 1080i","composite video, S-Video, component video, HDMI (via 3rd party), SCART, Digital Optical TOSLINK, and stereo RCA analog audio",{731},,266,"{30,31,32}",0a100172-df1f-4544-51a8-b2b793626f6b
154,Initial version,initial-version,https://www.igdb.com/platforms/acorn-archimedes/version/initial-version,"Acorn Archimedes is a family of personal computers designed by Acorn Computers of Cambridge, England. The systems are based on Acorn's own ARM architecture processors and the proprietary operating systems Arthur and RISC OS. The first models were introduced in 1987, and systems in the Archimedes family were sold until the mid-1990s.","Arthur, RISC OS, RISC iX",ARM,Hard drive,512 KB–16 MB,VIDC1,"VIDC1 8 channels, 8-bit, stereo",,CD-ROM,"Econet, Ethernet","1280x976, 1152x864, 1056x256, 800x600, 640x512, 640x480, 640x256, 320x256, 160x256",,,,388,"{555,556}",cddcd902-a391-9501-0dae-0cd1d7e1ebcd
696,Sega ALLS,sega-alls,https://www.igdb.com/platforms/arcade/version/sega-alls,The ALLS (Amusement Linkage Live System) is an arcade board created by Sega. There are multiple variations of the ALLS which include upgraded hardware specifications.,,,,,,,,,,,,,,854,,cae819d2-70d6-35bb-e2d8-914532a7b86c
239,Oreo,oreo,https://www.igdb.com/platforms/android/version/oreo,Versions 8.0 – 8.1,,,,,,,,,,,,{847},,376,{275},66570c85-ca83-dc12-7867-fa4ab87839f7
625,Mega PC,mega-pc,https://www.igdb.com/platforms/genesis-slash-megadrive/version/mega-pc,"The Amstrad Mega PC is a special Amstrad computer with the added features of a Sega Mega Drive. It was initially released in 1993 in PAL regions for the expensive price of £999.99 (later £599.99). It is unrelated to the Sega Teradrive, though the two machines share similar specifications as the computer portion is also powered by an Intel 386SX processor.

Though a rare collector's item now, at the time of release the machine was unsuccessful due to its high retail price (made worse by the fact in 1993 a 386 processor was considered outdated).",,,,,,,,Cartridge,,,,{758},,,{709},bb1ee982-12fd-b4bd-a046-e8fb027b6213
627,Teradrive,teradrive,https://www.igdb.com/platforms/genesis-slash-megadrive/version/teradrive,The Teradrive (テラドライブ) is a hybrid computer system developed by Sega and IBM containing both an IBM PC and Sega Mega Drive. It was released exclusively in Asia in May 1991.,,,,,,,,Cartridge,,,,{760},,797,{711},54f46447-3559-2144-eaa9-a38d89d3721b
629,Sega Mark III,sega-mark-iii,https://www.igdb.com/platforms/sms/version/sega-mark-iii,The very first version of the console later known as the Sega Master System. It was only released in Japan.,,,,,,,,Cartridge,,,,{764},,798,{715},d81270aa-62bc-9638-0bff-1ce8dd90110f
661,Microsoft Edge,microsoft-edge,https://www.igdb.com/platforms/browser/version/microsoft-edge,"Microsoft Edge (or simply Edge) is a proprietary, cross-platform web browser created by Microsoft. It was first released in 2015 as part of Windows 10 and Xbox One and later ported to other platforms as a fork of Google's Chromium open-source project: Android and iOS, macOS, older Windows versions (Windows 7, Windows Server 2008 R2 and later were supported until early 2023), and most recently Linux. Edge was created as the successor to Internet Explorer (IE).

Edge was initially built with Microsoft's own proprietary browser engine, EdgeHTML, and their Chakra JavaScript engine. In late 2018, it was announced that Edge would be completely rebuilt as a Chromium-based browser with Blink and V8 engines. The new Edge was publicly released in January 2020, and on Xbox platforms in 2021. Microsoft has since terminated security support for the original browser (now referred to as Microsoft Edge Legacy), and in Windows 11 it is the default web browser (for compatibility with Google Chrome).",,,,,,,,,,,,{821},,823,{758},4d4c7dab-9ea3-8e88-3bdd-33dab603d697
683,Initial version,initial-version,https://www.igdb.com/platforms/arcadia-2001/version/initial-version,"The Arcadia 2001 is a second-generation 8-bit home video game console released by Emerson Radio in May 1982 for a price of US$ 99, several months before the release of ColecoVision. It was discontinued only 18 months later, with a total of 35 games having been released. Emerson licensed the Arcadia 2001 to Bandai, which released it in Japan.",,Signetics 2650,,1KB RAM,Signetics 2637 UVI,2 channels (Beeper and Noise),,ROM Cartridge,,"128x208 / 128x104, 8 Colors",,,,848,{846},d7cd15a5-2091-9199-c7f1-3661bbfdf2ab
110,Amiga A 1000,amiga-a-1000,https://www.igdb.com/platforms/amiga/version/amiga-a-1000,"The Commodore Amiga 1000, also known as the A1000, is the first personal computer released by Commodore International in the Amiga line. It combines the 16/32-bit Motorola 68000 CPU which was powerful by 1985 standards with one of the most advanced graphics and sound systems in its class. It runs a preemptive multitasking operating system that fits into 256 KB of read-only memory and was shipped with 256 KB of RAM. The primary memory can be expanded internally with a manufacturer-supplied 256 KB module for a total of 512 KB of RAM. Using the external slot the primary memory can be expanded up to 8.5 MB.",,,,,,,,,,,,,,735,,33501d04-bcc2-4d7d-179b-3f28f7817b3c
589,Initial version,initial-version,https://www.igdb.com/platforms/vsmile/version/initial-version,"The V.Smile was a sixth-generation educational home video game console manufactured and released by VTech. Titles are available on ROM cartridges called ""Smartridges"", to play off the system's educational nature. The graphics are primarily sprite-based. The console is often sold bundled with a particular game, with most of them having a game called Alphabet Park Adventure. Several variants of the V.Smile console are sold including handheld versions, or models with added functionality such as touch tablet integrated controllers or microphones. The V-Motion is a major variant with its own software lineup that includes motion sensitive controllers, and has Smartridges designed to take advantage of motion-related ""active learning"". The V-Motion and Smartridges however, are fully backwards compatible with other V.Smile variants and V.Smile Smartridges, and a V-Motion Smartridge can also be played on V.Smile console or handheld, albeit with limited functionality. However, in 2010, the new and old models of the V.Smile were discontinued. VTech still made games for the V.Smile until 2012.",,Sunplus SPG2xx,,,,Mono/stereo sound through RCA,,ROM cartridges,,320x240,Composite video,{686},,727,{672},2a27c17f-3446-d20c-0d67-f4ad8dc0568a
622,TLV-K981G Game VCD Player,tlv-k981g-game-vcd-player,https://www.igdb.com/platforms/genesis-slash-megadrive/version/tlv-k981g-game-vcd-player,A Chinese VCD player which had a built-in Sega Genesis/Mega Drive. The games were released in VCD compilations.,,,,,,,,VCD,,,,{800},,,{706},640d820e-9a64-af80-5619-b24eb8c0f1fb
638,Nintendo Super System,nintendo-super-system,https://www.igdb.com/platforms/arcade/version/nintendo-super-system,"The Nintendo Super System (NSS) is an arcade system developed and manufactured by Nintendo. The system can play either one or multiple Super Nintendo Entertainment System games depending on the system version.

Like the PlayChoice-10, players can play any of the games available on a specific Nintendo Super System machine within a fixed time limit.",,,,,,,,,,,,{802},,805,{725},13286f0d-55e0-38a9-2b81-938beba7ca0f
631,Sega Game Box 9,sega-game-box-9,https://www.igdb.com/platforms/sms/version/sega-game-box-9,"The Sega Game Box 9 (セガ ゲームボックス9) is a special Sega Master System that was distributed to hotel chains around Japan. It is operated via coins (though free play is an option) and comes with two Master System controllers. It was distributed by C&C Ltd.

As the name suggests, up to nine games can be stored inside the unit, and can be selected by the user for play. In the West, a similar system was used that allowed up to 16 games to be installed.",,,,,,,,,,,,{768},,,,8e7f2d33-481f-e31e-9c8b-cb3d00f09052
634,Sega System E,sega-system-e,https://www.igdb.com/platforms/arcade/version/sega-system-e,"The Sega System E (セガ システム E) is an arcade platform produced by Sega between 1985 and 1988. It is based upon the Sega Master System hardware, using a Z80 as its main CPU, but with superior VDP hardware. As such, several System E games received accurate home conversions on the Master System.

The system is interesting as the main CPU is stored on the game cartridge or secondary PCB (not sure which) rather than on the board itself, allowing for things such as Z80 chips with built-in encryption technologies.",,,,,,,,,,,,{772},,,{719},82b14ec2-6c25-c831-306f-490a5ed0cd0c
660,Firefox,firefox,https://www.igdb.com/platforms/browser/version/firefox,"Mozilla Firefox, or simply Firefox, is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary, the Mozilla Corporation. It uses the Gecko rendering engine to display web pages, which implements current and anticipated web standards. In November 2017, Firefox began incorporating new technology under the code name ""Quantum"" to promote parallelism and a more intuitive user interface. Firefox is available for Windows 7 or later versions, macOS, and Linux. Its unofficial ports are available for various Unix and Unix-like operating systems, including FreeBSD, OpenBSD, NetBSD, illumos, and Solaris Unix. It is also available for Android and iOS. However, as with all other iOS web browsers, the iOS version uses the WebKit layout engine instead of Gecko due to platform requirements. An optimized version is also available on the Amazon Fire TV as one of the two main browsers available with Amazon's Silk Browser.",,,,,,,,,,,,,,822,{757},406334fe-9bb6-e5a8-0e1f-4b1b2fe91d60
692,LED-based handheld,led-based-handheld,https://www.igdb.com/platforms/handheld-electronic-lcd/version/led-based-handheld,Handheld games which use light-emitting diode (LED) technology.,,,,,Light-emitting diode (LED),,,,,,,,,,,4051c186-d9dc-4c67-225e-81632f25a73c
148,Mountain Lion,mountain-lion,https://www.igdb.com/platforms/mac/version/mountain-lion,"OS X Mountain Lion (version 10.8) is the ninth major release of OS X (formerly called Mac OS X), Apple Inc.'s desktop and server operating system for Macintosh computers. Named to signify its status as a refinement of the previous OS X version, Lion, Apple's stated aims in developing Mountain Lion were to allow users to more easily manage and synchronise content between multiple Apple devices and to make the operating system more familiar. The operating system gained the new malware-blocking system Gatekeeper and integration with Apple's online Game Center and iCloud services, while the Safari web browser was updated to version 6. As on iOS, Notes and Reminders became full applications, separate from Mail and Calendar, while the iChat application was replaced with a version of iOS's Messages. Mountain Lion also added a version of iOS's Notification Center, which groups updates from different applications in one place.",,,,,,,,,,,,{101},,97,{157},49d004c2-b4ba-e954-cefc-6f55368ceb15
636,Mega Play,mega-play,https://www.igdb.com/platforms/arcade/version/mega-play,"The Mega Play is the name of a JAMMA-based arcade board with the ability to run Sega Mega Drive games. It was the second attempt by Sega to bring the home console to the arcades, following the Mega-Tech arcade system. Mega Play hardware saw a release throughout Asia and the PAL regions, but was not released in North America.",,,,,,,,,,,,{773},,800,{722},ecc3490f-053d-7c91-d944-ec15bb76b433
